movieId,title,release_date,description
1125,"Innocents, The (1961)",01-Jan-1961,"Innocents, The (1961)"
1126,"Old Man and the Sea, The (1958)",01-Jan-1958,"Old Man and the Sea, The (1958)"
1127,"Truman Show, The (1998)",01-Jan-1998,"Truman Show, The (1998)"
1128,Heidi Fleiss: Hollywood Madam (1995) ,09-Feb-1996,Heidi Fleiss: Hollywood Madam (1995) 
1129,Chungking Express (1994),16-Feb-1996,Chungking Express (1994)
1130,Jupiter's Wife (1994),09-Feb-1996,Jupiter's Wife (1994)
1131,Safe (1995),01-Jan-1995,Safe (1995)
1132,Feeling Minnesota (1996),13-Sep-1996,Feeling Minnesota (1996)
1133,Escape to Witch Mountain (1975),01-Jan-1975,Escape to Witch Mountain (1975)
1134,Get on the Bus (1996),16-Oct-1996,Get on the Bus (1996)
1135,"Doors, The (1991)",01-Jan-1991,"Doors, The (1991)"
1136,Ghosts of Mississippi (1996),20-Dec-1996,Ghosts of Mississippi (1996)
1137,Beautiful Thing (1996),09-Oct-1996,Beautiful Thing (1996)
1138,Best Men (1997),01-Sep-1997,Best Men (1997)
1139,Hackers (1995),01-Jan-1995,Hackers (1995)
1140,"Road to Wellville, The (1994)",01-Jan-1994,"Road to Wellville, The (1994)"
1141,"War Room, The (1993)",01-Jan-1993,"War Room, The (1993)"
1142,When We Were Kings (1996),14-Feb-1997,When We Were Kings (1996)
1143,Hard Eight (1996),28-Feb-1997,Hard Eight (1996)
1144,"Quiet Room, The (1996)",02-May-1997,"Quiet Room, The (1996)"
1145,Blue Chips (1994),01-Jan-1994,Blue Chips (1994)
1146,Calendar Girl (1993),01-Jan-1993,Calendar Girl (1993)
1147,My Family (1995),01-Jan-1995,My Family (1995)
1148,Tom & Viv (1994),01-Jan-1994,Tom & Viv (1994)
1149,Walkabout (1971),20-Dec-1971,Walkabout (1971)
1150,Last Dance (1996),03-May-1996,Last Dance (1996)
1151,Original Gangstas (1996),10-May-1996,Original Gangstas (1996)
1152,In Love and War (1996),24-Jan-1997,In Love and War (1996)
1153,Backbeat (1993),01-Jan-1993,Backbeat (1993)
1154,Alphaville (1965),01-Jan-1965,Alphaville (1965)
1155,"Rendezvous in Paris (Rendez-vous de Paris, Les) (1995)",28-Jun-1996,"Rendezvous in Paris (Rendez-vous de Paris, Les) (1995)"
1156,Cyclo (1995),02-Aug-1996,Cyclo (1995)
1157,"Relic, The (1997)",17-Jan-1997,"Relic, The (1997)"
1158,"Fille seule, La (A Single Girl) (1995)",30-Oct-1996,"Fille seule, La (A Single Girl) (1995)"
1159,Stalker (1979),01-Jan-1979,Stalker (1979)
1160,Love! Valour! Compassion! (1997),16-May-1997,Love! Valour! Compassion! (1997)
1161,Palookaville (1996),25-Oct-1996,Palookaville (1996)
1162,Phat Beach (1996),02-Aug-1996,Phat Beach (1996)
1163,"Portrait of a Lady, The (1996)",27-Dec-1996,"Portrait of a Lady, The (1996)"
1164,Zeus and Roxanne (1997),10-Jan-1997,Zeus and Roxanne (1997)
1165,Big Bully (1996),01-Jan-1996,Big Bully (1996)
1166,Love & Human Remains (1993),01-Jan-1993,Love & Human Remains (1993)
1167,"Sum of Us, The (1994)",01-Jan-1994,"Sum of Us, The (1994)"
1168,Little Buddha (1993),01-Jan-1993,Little Buddha (1993)
1169,Fresh (1994),01-Jan-1994,Fresh (1994)
1170,Spanking the Monkey (1994),01-Jan-1994,Spanking the Monkey (1994)
1171,Wild Reeds (1994),01-Jan-1994,Wild Reeds (1994)
1172,"Women, The (1939)",01-Jan-1939,"Women, The (1939)"
1173,Bliss (1997),06-Jun-1997,Bliss (1997)
1174,Caught (1996),27-Sep-1996,Caught (1996)
1175,Hugo Pool (1997),01-Jan-1997,Hugo Pool (1997)
1176,Welcome To Sarajevo (1997),01-Jan-1997,Welcome To Sarajevo (1997)
1177,Dunston Checks In (1996),01-Jan-1996,Dunston Checks In (1996)
1178,Major Payne (1994),01-Jan-1994,Major Payne (1994)
1179,Man of the House (1995),01-Jan-1995,Man of the House (1995)
1180,I Love Trouble (1994),01-Jan-1994,I Love Trouble (1994)
1181,"Low Down Dirty Shame, A (1994)",01-Jan-1994,"Low Down Dirty Shame, A (1994)"
1182,Cops and Robbersons (1994),01-Jan-1994,Cops and Robbersons (1994)
1183,"Cowboy Way, The (1994)",01-Jan-1994,"Cowboy Way, The (1994)"
1184,"Endless Summer 2, The (1994)",01-Jan-1994,"Endless Summer 2, The (1994)"
1185,In the Army Now (1994),01-Jan-1994,In the Army Now (1994)
1186,"Inkwell, The (1994)",01-Jan-1994,"Inkwell, The (1994)"
1187,Switchblade Sisters (1975),17-May-1975,Switchblade Sisters (1975)
1188,Young Guns II (1990),01-Jan-1990,Young Guns II (1990)
1189,Prefontaine (1997),24-Jan-1997,Prefontaine (1997)
1190,That Old Feeling (1997),04-Apr-1997,That Old Feeling (1997)
1191,"Letter From Death Row, A (1998)",01-Feb-1998,"Letter From Death Row, A (1998)"
1192,"Boys of St. Vincent, The (1993)",01-Jan-1993,"Boys of St. Vincent, The (1993)"
1193,Before the Rain (Pred dozhdot) (1994),01-Jan-1994,Before the Rain (Pred dozhdot) (1994)
1194,Once Were Warriors (1994),01-Jan-1994,Once Were Warriors (1994)
1195,Strawberry and Chocolate (Fresa y chocolate) (1993),01-Jan-1993,Strawberry and Chocolate (Fresa y chocolate) (1993)
1196,"Savage Nights (Nuits fauves, Les) (1992)",01-Jan-1992,"Savage Nights (Nuits fauves, Les) (1992)"
1197,"Family Thing, A (1996)",23-Mar-1996,"Family Thing, A (1996)"
1198,Purple Noon (1960),28-Jun-1960,Purple Noon (1960)
1199,Cemetery Man (Dellamorte Dellamore) (1994),12-Apr-1996,Cemetery Man (Dellamorte Dellamore) (1994)
1200,Kim (1950),01-Jan-1950,Kim (1950)
1201,Marlene Dietrich: Shadow and Light (1996) ,02-Apr-1996,Marlene Dietrich: Shadow and Light (1996) 
1202,"Maybe, Maybe Not (Bewegte Mann, Der) (1994)",19-Jul-1996,"Maybe, Maybe Not (Bewegte Mann, Der) (1994)"
1203,Top Hat (1935),01-Jan-1935,Top Hat (1935)
1204,To Be or Not to Be (1942),01-Jan-1942,To Be or Not to Be (1942)
1205,"Secret Agent, The (1996)",08-Nov-1996,"Secret Agent, The (1996)"
1206,Amos & Andrew (1993),01-Jan-1993,Amos & Andrew (1993)
1207,Jade (1995),01-Jan-1995,Jade (1995)
1208,Kiss of Death (1995),01-Jan-1995,Kiss of Death (1995)
1209,Mixed Nuts (1994),01-Jan-1994,Mixed Nuts (1994)
1210,Virtuosity (1995),01-Jan-1995,Virtuosity (1995)
1211,Blue Sky (1994),01-Jan-1994,Blue Sky (1994)
1212,Flesh and Bone (1993),01-Jan-1993,Flesh and Bone (1993)
1213,Guilty as Sin (1993),01-Jan-1993,Guilty as Sin (1993)
1214,In the Realm of the Senses (Ai no corrida) (1976),08-Mar-1976,In the Realm of the Senses (Ai no corrida) (1976)
1215,Barb Wire (1996),03-May-1996,Barb Wire (1996)
1216,Kissed (1996),18-Apr-1997,Kissed (1996)
1217,Assassins (1995),01-Jan-1995,Assassins (1995)
1218,Friday (1995),01-Jan-1995,Friday (1995)
1219,"Goofy Movie, A (1995)",01-Jan-1995,"Goofy Movie, A (1995)"
1220,Higher Learning (1995),01-Jan-1995,Higher Learning (1995)
1221,When a Man Loves a Woman (1994),01-Jan-1994,When a Man Loves a Woman (1994)
1222,Judgment Night (1993),01-Jan-1993,Judgment Night (1993)
1223,King of the Hill (1993),01-Jan-1993,King of the Hill (1993)
1224,"Scout, The (1994)",01-Jan-1994,"Scout, The (1994)"
1225,Angus (1995),01-Jan-1995,Angus (1995)
1226,Night Falls on Manhattan (1997),16-May-1997,Night Falls on Manhattan (1997)
1227,"Awfully Big Adventure, An (1995)",01-Jan-1995,"Awfully Big Adventure, An (1995)"
1228,Under Siege 2: Dark Territory (1995),01-Jan-1995,Under Siege 2: Dark Territory (1995)
1229,Poison Ivy II (1995),01-Jan-1995,Poison Ivy II (1995)
1230,Ready to Wear (Pret-A-Porter) (1994),01-Jan-1994,Ready to Wear (Pret-A-Porter) (1994)
1231,Marked for Death (1990),01-Jan-1990,Marked for Death (1990)
1232,Madonna: Truth or Dare (1991),01-Jan-1991,Madonna: Truth or Dare (1991)
1233,Nénette et Boni (1996),01-Jan-1996,Nénette et Boni (1996)
1234,Chairman of the Board (1998),01-Jan-1998,Chairman of the Board (1998)
1235,"Big Bang Theory, The (1994)",01-Jan-1994,"Big Bang Theory, The (1994)"
1236,"Other Voices, Other Rooms (1997)",01-Jan-1997,"Other Voices, Other Rooms (1997)"
1237,Twisted (1996),01-Jan-1996,Twisted (1996)
1238,Full Speed (1996),01-Jan-1996,Full Speed (1996)
1239,Cutthroat Island (1995),01-Jan-1995,Cutthroat Island (1995)
1240,Ghost in the Shell (Kokaku kidotai) (1995),12-Apr-1996,Ghost in the Shell (Kokaku kidotai) (1995)
1241,"Van, The (1996)",27-Jun-1997,"Van, The (1996)"
1242,"Old Lady Who Walked in the Sea, The (Vieille qui marchait dans la mer, La) (1991)",01-Jan-1991,"Old Lady Who Walked in the Sea, The (Vieille qui marchait dans la mer, La) (1991)"
1243,Night Flier (1997),06-Feb-1998,Night Flier (1997)
1244,Metro (1997),17-Jan-1997,Metro (1997)
1245,Gridlock'd (1997),29-Jan-1997,Gridlock'd (1997)
1246,Bushwhacked (1995),01-Jan-1995,Bushwhacked (1995)
1247,Bad Girls (1994),01-Jan-1994,Bad Girls (1994)
1248,Blink (1994),01-Jan-1994,Blink (1994)
1249,For Love or Money (1993),01-Jan-1993,For Love or Money (1993)
1250,Best of the Best 3: No Turning Back (1995),01-Jan-1995,Best of the Best 3: No Turning Back (1995)
1251,A Chef in Love (1996),25-Apr-1997,A Chef in Love (1996)
1252,"Contempt (Mépris, Le) (1963)",27-Jun-1997,"Contempt (Mépris, Le) (1963)"
1253,"Tie That Binds, The (1995)",01-Jan-1995,"Tie That Binds, The (1995)"
1254,Gone Fishin' (1997),30-May-1997,Gone Fishin' (1997)
1255,Broken English (1996),02-May-1997,Broken English (1996)
1256,"Designated Mourner, The (1997)",23-May-1997,"Designated Mourner, The (1997)"
1257,"Designated Mourner, The (1997)",23-May-1997,"Designated Mourner, The (1997)"
1258,Trial and Error (1997),30-May-1997,Trial and Error (1997)
1259,Pie in the Sky (1995),09-Feb-1996,Pie in the Sky (1995)
1260,Total Eclipse (1995),01-Jan-1995,Total Eclipse (1995)
1261,"Run of the Country, The (1995)",01-Jan-1995,"Run of the Country, The (1995)"
1262,Walking and Talking (1996),12-Jul-1996,Walking and Talking (1996)
1263,Foxfire (1996),23-Aug-1996,Foxfire (1996)
1264,Nothing to Lose (1994),16-Aug-1996,Nothing to Lose (1994)
1265,Star Maps (1997),01-Jan-1997,Star Maps (1997)
1266,Bread and Chocolate (Pane e cioccolata) (1973),01-Jan-1973,Bread and Chocolate (Pane e cioccolata) (1973)
1267,Clockers (1995),01-Jan-1995,Clockers (1995)
1268,Bitter Moon (1992),01-Jan-1992,Bitter Moon (1992)
1269,Love in the Afternoon (1957),01-Jan-1957,Love in the Afternoon (1957)
1270,Life with Mikey (1993),01-Jan-1993,Life with Mikey (1993)
1271,North (1994),01-Jan-1994,North (1994)
1272,Talking About Sex (1994),01-Jan-1994,Talking About Sex (1994)
1273,Color of Night (1994),01-Jan-1994,Color of Night (1994)
1274,Robocop 3 (1993),01-Jan-1993,Robocop 3 (1993)
1275,Killer (Bulletproof Heart) (1994),01-Jan-1994,Killer (Bulletproof Heart) (1994)
1276,Sunset Park (1996),26-Apr-1996,Sunset Park (1996)
1277,Set It Off (1996),25-Sep-1996,Set It Off (1996)
1278,Selena (1997),21-Mar-1997,Selena (1997)
1279,Wild America (1997),04-Jul-1997,Wild America (1997)
1280,Gang Related (1997),01-Jan-1997,Gang Related (1997)
1281,Manny & Lo (1996),26-Jul-1996,Manny & Lo (1996)
1282,"Grass Harp, The (1995)",11-Oct-1996,"Grass Harp, The (1995)"
1283,Out to Sea (1997),04-Jul-1997,Out to Sea (1997)
1284,Before and After (1996),23-Feb-1996,Before and After (1996)
1285,Princess Caraboo (1994),01-Jan-1994,Princess Caraboo (1994)
1286,Shall We Dance? (1937),01-Jan-1937,Shall We Dance? (1937)
1287,Ed (1996),08-Mar-1996,Ed (1996)
1288,Denise Calls Up (1995),29-Mar-1996,Denise Calls Up (1995)
1289,Jack and Sarah (1995),22-Mar-1996,Jack and Sarah (1995)
1290,Country Life (1994),01-Jan-1994,Country Life (1994)
1291,Celtic Pride (1996),19-Apr-1996,Celtic Pride (1996)
1292,"Simple Wish, A (1997)",11-Jul-1997,"Simple Wish, A (1997)"
1293,Star Kid (1997),16-Jan-1998,Star Kid (1997)
1294,Ayn Rand: A Sense of Life (1997),13-Feb-1998,Ayn Rand: A Sense of Life (1997)
1295,Kicked in the Head (1997),01-Jan-1997,Kicked in the Head (1997)
1296,Indian Summer (1996),01-Jan-1996,Indian Summer (1996)
1297,Love Affair (1994),01-Jan-1994,Love Affair (1994)
1298,"Band Wagon, The (1953)",01-Jan-1953,"Band Wagon, The (1953)"
1299,Penny Serenade (1941),01-Jan-1941,Penny Serenade (1941)
1300,'Til There Was You (1997),30-May-1997,'Til There Was You (1997)
1301,Stripes (1981),01-Jan-1981,Stripes (1981)
1302,Late Bloomers (1996),06-Jun-1997,Late Bloomers (1996)
1303,"Getaway, The (1994)",01-Jan-1994,"Getaway, The (1994)"
1304,New York Cop (1996),01-Jan-1996,New York Cop (1996)
1305,National Lampoon's Senior Trip (1995),01-Jan-1995,National Lampoon's Senior Trip (1995)
1306,Delta of Venus (1994),01-Jan-1994,Delta of Venus (1994)
1307,Carmen Miranda: Bananas Is My Business (1994),01-Jan-1994,Carmen Miranda: Bananas Is My Business (1994)
1308,Babyfever (1994),01-Jan-1994,Babyfever (1994)
1309,"Very Natural Thing, A (1974)",01-Jan-1974,"Very Natural Thing, A (1974)"
1310,"Walk in the Sun, A (1945)",01-Jan-1945,"Walk in the Sun, A (1945)"
1311,Waiting to Exhale (1995),15-Jan-1996,Waiting to Exhale (1995)
1312,"Pompatus of Love, The (1996)",26-Jul-1996,"Pompatus of Love, The (1996)"
1313,Palmetto (1998),20-Feb-1998,Palmetto (1998)
1314,Surviving the Game (1994),01-Jan-1994,Surviving the Game (1994)
1315,Inventing the Abbotts (1997),04-Apr-1997,Inventing the Abbotts (1997)
1316,"Horse Whisperer, The (1998)",25-Dec-1997,"Horse Whisperer, The (1998)"
1317,"Journey of August King, The (1995)",22-Mar-1996,"Journey of August King, The (1995)"
1318,Catwalk (1995),07-Jun-1996,Catwalk (1995)
1319,"Neon Bible, The (1995)",01-Mar-1996,"Neon Bible, The (1995)"
1320,Homage (1995),03-May-1996,Homage (1995)
1321,Open Season (1996),10-May-1996,Open Season (1996)
1322,Metisse (Café au Lait) (1993),01-Jan-1993,Metisse (Café au Lait) (1993)
1323,"Wooden Man's Bride, The (Wu Kui) (1994)",01-Jan-1994,"Wooden Man's Bride, The (Wu Kui) (1994)"
1324,Loaded (1994),12-Apr-1996,Loaded (1994)
1325,August (1996),12-Apr-1996,August (1996)
1326,Boys (1996),10-May-1996,Boys (1996)
1327,Captives (1994),16-Sep-1994,Captives (1994)
1328,Of Love and Shadows (1994),10-May-1996,Of Love and Shadows (1994)
1329,"Low Life, The (1994)",10-May-1996,"Low Life, The (1994)"
1330,An Unforgettable Summer (1994),01-Jan-1994,An Unforgettable Summer (1994)
1331,"Last Klezmer: Leopold Kozlowski, His Life and Music, The (1995)",01-Jan-1995,"Last Klezmer: Leopold Kozlowski, His Life and Music, The (1995)"
1332,My Life and Times With Antonin Artaud (En compagnie d'Antonin Artaud) (1993),01-Jan-1993,My Life and Times With Antonin Artaud (En compagnie d'Antonin Artaud) (1993)
1333,Midnight Dancers (Sibak) (1994),01-Jan-1994,Midnight Dancers (Sibak) (1994)
1334,Somebody to Love (1994),14-Jun-1996,Somebody to Love (1994)
1335,American Buffalo (1996),13-Sep-1996,American Buffalo (1996)
1336,Kazaam (1996),17-Jul-1996,Kazaam (1996)
1337,Larger Than Life (1996),01-Nov-1996,Larger Than Life (1996)
1338,Two Deaths (1995),09-Aug-1996,Two Deaths (1995)
1339,Stefano Quantestorie (1993),01-Jan-1993,Stefano Quantestorie (1993)
1340,"Crude Oasis, The (1995)",01-Jan-1995,"Crude Oasis, The (1995)"
1341,Hedd Wyn (1992),01-Jan-1992,Hedd Wyn (1992)
1342,"Convent, The (Convento, O) (1995)",14-Jun-1996,"Convent, The (Convento, O) (1995)"
1343,Lotto Land (1995),01-Jan-1995,Lotto Land (1995)
1344,"Story of Xinghua, The (1993)",01-Jan-1993,"Story of Xinghua, The (1993)"
1345,"Day the Sun Turned Cold, The (Tianguo niezi) (1994)",01-Jan-1994,"Day the Sun Turned Cold, The (Tianguo niezi) (1994)"
1346,Dingo (1992),01-Jan-1992,Dingo (1992)
1347,"Ballad of Narayama, The (Narayama Bushiko) (1958)",01-Jan-1958,"Ballad of Narayama, The (Narayama Bushiko) (1958)"
1348,Every Other Weekend (1990),01-Jan-1990,Every Other Weekend (1990)
1349,Mille bolle blu (1993),01-Jan-1993,Mille bolle blu (1993)
1350,Crows and Sparrows (1949),01-Jan-1949,Crows and Sparrows (1949)
1351,Lover's Knot (1996),12-Jul-1996,Lover's Knot (1996)
1352,Shadow of Angels (Schatten der Engel) (1976),01-Jan-1976,Shadow of Angels (Schatten der Engel) (1976)
1353,1-900 (1994),01-Jan-1994,1-900 (1994)
1354,Venice/Venice (1992),01-Jan-1992,Venice/Venice (1992)
1355,Infinity (1996),04-Oct-1996,Infinity (1996)
1356,Ed's Next Move (1996),04-Oct-1996,Ed's Next Move (1996)
1357,For the Moment (1994),01-Jan-1994,For the Moment (1994)
1358,The Deadly Cure (1996),16-Sep-1996,The Deadly Cure (1996)
1359,Boys in Venice (1996),24-Sep-1996,Boys in Venice (1996)
1360,"Sexual Life of the Belgians, The (1994)",01-Jan-1994,"Sexual Life of the Belgians, The (1994)"
1361,"Search for One-eye Jimmy, The (1996)",01-Jan-1996,"Search for One-eye Jimmy, The (1996)"
1362,American Strays (1996),13-Sep-1996,American Strays (1996)
1363,"Leopard Son, The (1996)",27-Sep-1996,"Leopard Son, The (1996)"
1364,Bird of Prey (1996),04-Oct-1996,Bird of Prey (1996)
1365,Johnny 100 Pesos (1993),01-Jan-1993,Johnny 100 Pesos (1993)
1366,JLG/JLG - autoportrait de décembre (1994),01-Jan-1994,JLG/JLG - autoportrait de décembre (1994)
1367,Faust (1994),01-Jan-1994,Faust (1994)
1368,Mina Tannenbaum (1994),01-Jan-1994,Mina Tannenbaum (1994)
1369,"Forbidden Christ, The (Cristo proibito, Il) (1950)",01-Jan-1950,"Forbidden Christ, The (Cristo proibito, Il) (1950)"
1370,I Can't Sleep (J'ai pas sommeil) (1994),01-Jan-1994,I Can't Sleep (J'ai pas sommeil) (1994)
1371,"Machine, The (1994)",01-Jan-1994,"Machine, The (1994)"
1372,"Stranger, The (1994)",01-Jan-1994,"Stranger, The (1994)"
1373,Good Morning (1971),4-Feb-1971,Good Morning (1971)
1374,Falling in Love Again (1980),01-Jan-1980,Falling in Love Again (1980)
1375,"Cement Garden, The (1993)",01-Jan-1993,"Cement Garden, The (1993)"
1376,Meet Wally Sparks (1997),31-Jan-1997,Meet Wally Sparks (1997)
1377,Hotel de Love (1996),07-Feb-1997,Hotel de Love (1996)
1378,Rhyme & Reason (1997),05-Mar-1997,Rhyme & Reason (1997)
1379,Love and Other Catastrophes (1996),28-Mar-1997,Love and Other Catastrophes (1996)
1380,Hollow Reed (1996),02-May-1997,Hollow Reed (1996)
1381,Losing Chase (1996),01-Jan-1996,Losing Chase (1996)
1382,"Bonheur, Le (1965)",16-May-1997,"Bonheur, Le (1965)"
1383,"Second Jungle Book: Mowgli & Baloo, The (1997)",16-May-1997,"Second Jungle Book: Mowgli & Baloo, The (1997)"
1384,Squeeze (1996),13-Jun-1997,Squeeze (1996)
1385,Roseanna's Grave (For Roseanna) (1997),20-Jun-1997,Roseanna's Grave (For Roseanna) (1997)
1386,Tetsuo II: Body Hammer (1992),20-Jun-1997,Tetsuo II: Body Hammer (1992)
1387,Fall (1997),27-Jun-1997,Fall (1997)
1388,Gabbeh (1996),27-Jun-1997,Gabbeh (1996)
1389,Mondo (1996),27-Jun-1997,Mondo (1996)
1390,"Innocent Sleep, The (1995)",27-Jun-1997,"Innocent Sleep, The (1995)"
1391,For Ever Mozart (1996),04-Jul-1997,For Ever Mozart (1996)
1392,"Locusts, The (1997)",01-Jan-1997,"Locusts, The (1997)"
1393,Stag (1997),01-Jan-1997,Stag (1997)
1394,Swept from the Sea (1997),01-Jan-1997,Swept from the Sea (1997)
1395,Hurricane Streets (1998),01-Jan-1998,Hurricane Streets (1998)
1396,Stonewall (1995),26-Jul-1996,Stonewall (1995)
1397,Of Human Bondage (1934),01-Jan-1934,Of Human Bondage (1934)
1398,Anna (1996),13-Nov-1996,Anna (1996)
1399,Stranger in the House (1997),01-Jan-1997,Stranger in the House (1997)
1400,Picture Bride (1995),01-Jan-1995,Picture Bride (1995)
1401,M. Butterfly (1993),01-Jan-1993,M. Butterfly (1993)
1402,"Ciao, Professore! (1993)",01-Jan-1993,"Ciao, Professore! (1993)"
1403,Caro Diario (Dear Diary) (1994),01-Jan-1994,Caro Diario (Dear Diary) (1994)
1404,Withnail and I (1987),01-Jan-1987,Withnail and I (1987)
1405,Boy's Life 2 (1997),07-Mar-1997,Boy's Life 2 (1997)
1406,When Night Is Falling (1995),01-Jan-1995,When Night Is Falling (1995)
1407,"Specialist, The (1994)",01-Jan-1994,"Specialist, The (1994)"
1408,Gordy (1995),01-Jan-1995,Gordy (1995)
1409,"Swan Princess, The (1994)",01-Jan-1994,"Swan Princess, The (1994)"
1410,Harlem (1993),01-Jan-1993,Harlem (1993)
1411,Barbarella (1968),01-Jan-1968,Barbarella (1968)
1412,Land Before Time III: The Time of the Great Giving (1995) (V),01-Jan-1995,Land Before Time III: The Time of the Great Giving (1995) (V)
1413,Street Fighter (1994),01-Jan-1994,Street Fighter (1994)
1414,Coldblooded (1995),01-Jan-1995,Coldblooded (1995)
1415,"Next Karate Kid, The (1994)",01-Jan-1994,"Next Karate Kid, The (1994)"
1416,No Escape (1994),01-Jan-1994,No Escape (1994)
1417,"Turning, The (1992)",02-May-1997,"Turning, The (1992)"
1418,"Joy Luck Club, The (1993)",01-Jan-1993,"Joy Luck Club, The (1993)"
1419,Highlander III: The Sorcerer (1994),01-Jan-1994,Highlander III: The Sorcerer (1994)
1420,Gilligan's Island: The Movie (1998),01-Jan-1997,Gilligan's Island: The Movie (1998)
1421,My Crazy Life (Mi vida loca) (1993),01-Jan-1993,My Crazy Life (Mi vida loca) (1993)
1422,Suture (1993),01-Jan-1993,Suture (1993)
1423,"Walking Dead, The (1995)",01-Jan-1995,"Walking Dead, The (1995)"
1424,I Like It Like That (1994),01-Jan-1994,I Like It Like That (1994)
1425,I'll Do Anything (1994),01-Jan-1994,I'll Do Anything (1994)
1426,Grace of My Heart (1996),13-Sep-1996,Grace of My Heart (1996)
1427,Drunks (1995),01-Nov-1996,Drunks (1995)
1428,SubUrbia (1997),07-Feb-1997,SubUrbia (1997)
1429,Sliding Doors (1998),01-Jan-1998,Sliding Doors (1998)
1430,Ill Gotten Gains (1997),01-Jan-1997,Ill Gotten Gains (1997)
1431,Legal Deceit (1997),01-Jan-1997,Legal Deceit (1997)
1432,"Mighty, The (1998)",09-Oct-1998,"Mighty, The (1998)"
1433,Men of Means (1998),01-Jan-1997,Men of Means (1998)
1434,Shooting Fish (1997),16-Jan-1998,Shooting Fish (1997)
1435,"Steal Big, Steal Little (1995)",01-Jan-1995,"Steal Big, Steal Little (1995)"
1436,Mr. Jones (1993),01-Jan-1993,Mr. Jones (1993)
1437,House Party 3 (1994),01-Jan-1994,House Party 3 (1994)
1438,Panther (1995),01-Jan-1995,Panther (1995)
1439,Jason's Lyric (1994),01-Jan-1994,Jason's Lyric (1994)
1440,Above the Rim (1994),01-Jan-1994,Above the Rim (1994)
1441,Moonlight and Valentino (1995),01-Jan-1995,Moonlight and Valentino (1995)
1442,"Scarlet Letter, The (1995)",01-Jan-1995,"Scarlet Letter, The (1995)"
1443,8 Seconds (1994),01-Jan-1994,8 Seconds (1994)
1444,That Darn Cat! (1965),01-Jan-1965,That Darn Cat! (1965)
1445,Ladybird Ladybird (1994),01-Jan-1994,Ladybird Ladybird (1994)
1446,"Bye Bye, Love (1995)",01-Jan-1995,"Bye Bye, Love (1995)"
1447,Century (1993),01-Jan-1993,Century (1993)
1448,My Favorite Season (1993),19-Apr-1996,My Favorite Season (1993)
1449,Pather Panchali (1955),22-Mar-1996,Pather Panchali (1955)
1450,Golden Earrings (1947),01-Jan-1947,Golden Earrings (1947)
1451,Foreign Correspondent (1940),01-Jan-1940,Foreign Correspondent (1940)
1452,Lady of Burlesque (1943),01-Jan-1943,Lady of Burlesque (1943)
1453,Angel on My Shoulder (1946),01-Jan-1946,Angel on My Shoulder (1946)
1454,Angel and the Badman (1947),01-Jan-1947,Angel and the Badman (1947)
1455,"Outlaw, The (1943)",01-Jan-1943,"Outlaw, The (1943)"
1456,Beat the Devil (1954),01-Jan-1954,Beat the Devil (1954)
1457,Love Is All There Is (1996),11-Oct-1996,Love Is All There Is (1996)
1458,"Damsel in Distress, A (1937)",01-Jan-1937,"Damsel in Distress, A (1937)"
1459,Madame Butterfly (1995),20-Sep-1996,Madame Butterfly (1995)
1460,Sleepover (1995),25-Oct-1996,Sleepover (1995)
1461,Here Comes Cookie (1935),01-Jan-1935,Here Comes Cookie (1935)
1462,"Thieves (Voleurs, Les) (1996)",25-Dec-1996,"Thieves (Voleurs, Les) (1996)"
1463,"Boys, Les (1997)",01-Jan-1997,"Boys, Les (1997)"
1464,"Stars Fell on Henrietta, The (1995)",01-Jan-1995,"Stars Fell on Henrietta, The (1995)"
1465,Last Summer in the Hamptons (1995),01-Jan-1995,Last Summer in the Hamptons (1995)
1466,Margaret's Museum (1995),01-Jan-1995,Margaret's Museum (1995)
1467,"Saint of Fort Washington, The (1993)",01-Jan-1993,"Saint of Fort Washington, The (1993)"
1468,"Cure, The (1995)",01-Jan-1995,"Cure, The (1995)"
1469,Tom and Huck (1995),01-Jan-1995,Tom and Huck (1995)
1470,Gumby: The Movie (1995),01-Jan-1995,Gumby: The Movie (1995)
1471,Hideaway (1995),01-Jan-1995,Hideaway (1995)
1472,"Visitors, The (Visiteurs, Les) (1993)",19-Jul-1996,"Visitors, The (Visiteurs, Les) (1993)"
1473,"Little Princess, The (1939)",01-Jan-1939,"Little Princess, The (1939)"
1474,Nina Takes a Lover (1994),01-Jan-1994,Nina Takes a Lover (1994)
1475,Bhaji on the Beach (1993),01-Jan-1993,Bhaji on the Beach (1993)
1476,Raw Deal (1948),01-Jan-1948,Raw Deal (1948)
1477,Nightwatch (1997),22-Apr-1997,Nightwatch (1997)
1478,Dead Presidents (1995),01-Jan-1995,Dead Presidents (1995)
1479,Reckless (1995),01-Jan-1995,Reckless (1995)
1480,Herbie Rides Again (1974),01-Jan-1974,Herbie Rides Again (1974)
1481,S.F.W. (1994),01-Jan-1994,S.F.W. (1994)
1482,"Gate of Heavenly Peace, The (1995)",10-May-1996,"Gate of Heavenly Peace, The (1995)"
1483,"Man in the Iron Mask, The (1998)",17-Mar-1998,"Man in the Iron Mask, The (1998)"
1484,"Jerky Boys, The (1994)",01-Jan-1994,"Jerky Boys, The (1994)"
1485,"Colonel Chabert, Le (1994)",01-Jan-1994,"Colonel Chabert, Le (1994)"
1486,Girl in the Cadillac (1995),01-Jan-1995,Girl in the Cadillac (1995)
